클러스터별 평균 상관계수:
Cluster 2: 0.8686
Cluster 6: 0.8773
Cluster 0: 0.8784
Cluster 4: 0.8925
Cluster 3: 0.9012
Cluster 7: 0.9017

enbid_pci,cluster,accuracy,category
37103_241,7,0.9183001186855551,매우 좋음
37105_280,7,0.9191548344575755,매우 좋음
33909_195,7,0.9198383881774505,매우 좋음
33195_354,7,0.9205582185396938,매우 좋음
37811_103,7,0.9211012361231645,매우 좋음
36054_255,7,0.921473257781116,매우 좋음
37810_181,7,0.9217044433474435,매우 좋음
37080_305,7,0.9218339536193656,매우 좋음
37079_221,7,0.9220179264161079,매우 좋음
37676_153,7,0.9232954243507574,매우 좋음
37861_261,7,0.923800673826414,매우 좋음
37677_146,7,0.9245371733418684,매우 좋음
37080_309,7,0.9247092542880669,매우 좋음
37085_218,7,0.9263532789450841,매우 좋음
37861_252,7,0.9264029772592296,매우 좋음
34344_215,7,0.9266527016579609,매우 좋음
35539_239,7,0.9270064122519749,매우 좋음
34335_224,7,0.927113089620317,매우 좋음
37103_354,7,0.9274996819215086,매우 좋음
34682_50,7,0.9286919705790848,매우 좋음
34760_319,7,0.9313100418014872,매우 좋음
37079_19,7,0.93188658530002,매우 좋음
34793_227,7,0.9323097539389951,매우 좋음
34772_133,7,0.933182222739825,매우 좋음
34762_243,7,0.9332727312126439,매우 좋음
36465_131,7,0.934122580812774,매우 좋음
34790_308,7,0.9344247747141101,매우 좋음
34784_277,7,0.9345314608274424,매우 좋음
34785_233,7,0.9354291299124737,매우 좋음
37107_362,7,0.9375091118021296,매우 좋음
37677_237,7,0.9378409549556292,매우 좋음
40438_136,7,0.9379660843808328,매우 좋음
37061_184,7,0.9380030071032025,매우 좋음
40438_83,7,0.9390316639444041,매우 좋음
34800_207,7,0.939236558086346,매우 좋음
37116_84,7,0.9395364516984875,매우 좋음
42922_155,7,0.939549136139729,매우 좋음
34762_348,7,0.9396431410820557,매우 좋음
34785_332,7,0.9402226911328508,매우 좋음
36480_200,7,0.9405327826260153,매우 좋음
37080_312,7,0.9406058272179864,매우 좋음
37065_212,7,0.9410841133296706,매우 좋음
34799_196,7,0.9419746017965334,매우 좋음
37676_193,7,0.9431354699718366,매우 좋음
34804_325,7,0.9432067434084412,매우 좋음
34793_181,7,0.9437133147439756,매우 좋음
42228_60,7,0.9446353658849449,매우 좋음
37811_198,7,0.9450401564137021,매우 좋음
34782_314,7,0.9452912380425555,매우 좋음
37105_296,7,0.9454686739665956,매우 좋음
37930_34,7,0.9466272095445067,매우 좋음
33195_320,7,0.946893777806262,매우 좋음
37057_214,7,0.9482324481598701,매우 좋음
37093_108,7,0.948575825641305,매우 좋음
34805_212,7,0.94881708571899,매우 좋음
36135_412,7,0.9491532813097259,매우 좋음
37108_316,7,0.9496563658602426,매우 좋음
34766_134,7,0.9505827704094085,매우 좋음
34776_256,7,0.951528604633544,매우 좋음
34791_378,7,0.9535641939088157,매우 좋음
33195_328,7,0.9538593039157485,매우 좋음
34556_282,7,0.9558379771858909,매우 좋음
34772_313,7,0.9561245580155452,매우 좋음
37081_152,7,0.9561821027671304,매우 좋음
37861_70,7,0.9607849605833515,매우 좋음
33169_246,7,0.9625236407134375,매우 좋음
37676_159,7,0.9644773887371436,매우 좋음
34781_56,7,0.9648763573377052,매우 좋음
36474_32,7,0.9655955783754273,매우 좋음
37083_331,7,0.9663026435751833,매우 좋음
35692_23,7,0.9667585395132142,매우 좋음
36153_422,7,0.9679626102777477,매우 좋음
34343_266,7,0.9689651909321502,매우 좋음
35722_205,7,0.9749516432427945,매우 좋음
